name,ra,dec,vmag
,117.3095733315,-46.3731996499,4.1100
,41.0499442309,49.2284485192,4.1100
,30.5117582343,2.7637719611,4.1100
,147.8694790788,-14.8466287133,4.1100
,337.4393047889,-43.7492188774,4.1100
,44.5683488309,-40.3046961962,4.1100
,277.2077473759,-49.0705883207,4.1100
,345.2200314824,-52.7541108579,4.1150
,40.1668118742,-39.8553765250,4.1160
Muliphein,105.9395561222,-15.6332870036,4.1200
,354.9876691817,5.6262927533,4.1200
,80.9867824417,-7.8080625971,4.1200
,181.3022159696,8.7330185766,4.1200
,158.8671064581,-78.6077885392,4.1200
,312.9553772391,-26.9191348455,4.1200
,311.5238874802,-25.2708981919,4.1220
,341.5146290837,-81.3816144403,4.1280
,239.3968808417,26.8778796258,4.1300
,233.2324255962,31.3591322671,4.1300
,298.8153948084,-41.8683044558,4.1300
,129.4140311366,5.7037877622,4.1310
,326.1613967655,25.6450377626,4.1350
,181.7204089324,-64.6137307005,4.1360
,355.1021155796,44.3339329638,4.1400
,129.4109706757,-42.9890806330,4.1400
,97.2407755592,20.2121348956,4.1400
,233.7006052151,10.5388556251,4.1400
,91.0300643305,23.2633444724,4.1500
,333.9924037483,37.7487352292,4.1500
,247.7284117721,1.9839051346,4.1500
,107.9660853042,-0.4927671699,4.1500
,261.5925689203,-24.1753069451,4.1530
,249.0936312631,-35.2553314116,4.1560
,8.2499661818,62.9317814239,4.1600
,63.7244313111,48.4093306484,4.1600
,238.4564080093,-16.7292970469,4.1600
Ancha,334.2084861858,-7.7832887425,4.1600
,57.3635260790,-36.2002567420,4.1700
,260.9206005238,37.1459427914,4.1700
,241.0922274000,-11.3731039000,4.1700
,122.3721564041,-47.3452815034,4.1730
,340.1639510684,-27.0436152921,4.1770
Merope,56.5816078631,23.9483589381,4.1800
,112.2779952866,31.7845492523,4.1800
,214.0959100349,46.0883042944,4.1800
,326.6983740804,49.3095706279,4.1800
,119.2147596853,-22.8801116266,4.1840
,207.3613413833,-34.4507735310,4.1900
,281.4155236637,20.5463091906,4.1900
,248.5257601103,42.4370094863,4.1960
,341.6732493926,12.1728857945,4.2000
,82.6960454529,5.9481367925,4.2000
,64.0066109270,-51.4866479762,4.2000
,56.7120304944,-23.2497228030,4.2000
,150.4791666667,-60.0377777778,4.2000
,78.1625000000,73.9747200000,4.2000
,80.5770000000,41.0250000000,4.2000
Upper Sword,83.8516666667,-4.4994444444,4.2000
,241.6480999284,-36.8022705296,4.2010
,66.3423519710,22.2938710850,4.2010
,283.0543076300,-62.1875909218,4.2070
,343.9870841470,-32.5396239368,4.2080
,213.2239368860,-10.2737034615,4.2100
,156.9708316646,36.7072100106,4.2100
,286.6046255931,-37.0634417014,4.2100
,251.4926816844,82.0372582843,4.2120
,281.7936425654,-4.7478730446,4.2200
,52.2672203734,59.9403336568,4.2200
,275.1893010132,71.3378194108,4.2200
,307.3954386101,62.9941103348,4.2200
,321.6108540944,-65.3661980715,4.2200
,348.5806593351,-6.0490064247,4.2200
,17.1869943147,86.2570906682,4.2250
,265.3536363476,-12.8753052680,4.2280
,184.5867696073,-79.3122340742,4.2290
,311.4156379723,30.7197145396,4.2300
,247.8455603347,-34.7043681928,4.2300
,5.0177443062,-64.8747936639,4.2300
,54.1224155531,48.1926345572,4.2300
,206.4218497442,-33.0437169722,4.2300
,216.8814361367,75.6959943083,4.2350
,41.0306156642,-13.8586887242,4.2360
,210.4116397945,1.5445306078,4.2370
,118.3256561537,-48.1029351318,4.2400
,319.3539677917,39.3946797331,4.2400
,297.6413389293,32.9140487587,4.2400
,250.7694107384,-77.5174331484,4.2400
Acubens,134.6216842113,11.8576804028,4.2490
,36.7463421316,-47.7038406588,4.2500
,197.9683076117,27.8781839749,4.2500
Chara,188.4356010486,41.3574781536,4.2500
,89.9837413586,45.9367349160,4.2500
,17.3755233994,47.2417942882,4.2500
Alsciaukat,125.7087893206,43.1881306042,4.2500
,156.7879193306,-31.0677791392,4.2500
,348.9728918732,-9.0877347122,4.2500
,68.9136092129,10.1607532347,4.2500
,311.6645825999,16.1242939541,4.2500
,169.5454215167,31.5291608611,4.2500
,53.4469828823,-21.6328844769,4.2500
,144.2720324125,81.3263808731,4.2550
,70.5612468550,22.9569028148,4.2580
Torcular,26.3484383965,9.1577507334,4.2600
,69.1726354206,41.2648348212,4.2600
,41.2355722744,10.1141449272,4.2600
,159.8266355802,-55.6032679784,4.2670
,264.1368964314,-38.6352477357,4.2670
,261.8386484717,-29.8670348245,4.2690
Arkab Posterior,290.8047398506,-44.7997788001,4.2700
,247.7848623641,-16.6127308673,4.2700
,14.6514969350,-29.3574533864,4.2700
,49.9818788009,-43.0697819968,4.2700
,77.2866002321,-8.7540837763,4.2700
,69.5394245578,12.5108369602,4.2700
,193.3591320946,-40.1789135402,4.2700
,196.7276641804,-49.9062464201,4.2700
,242.1924009085,44.9349059320,4.2700
Prima Giedi,304.4119547004,-12.5082121860,4.2700
,320.5616499288,-16.8345438928,4.2700
,331.6092805851,-13.8696805611,4.2700
,57.1494885060,-37.6201504035,4.2700
,303.3494419308,56.5677231352,4.2710
,236.0146607058,77.7944931248,4.2740
,63.8835702947,8.8923587688,4.2790
,178.2271728675,-33.9081297781,4.2800
,15.7358682639,7.8901331810,4.2800
,66.5769296802,22.8135804032,4.2820
,7.8861169009,-62.9582174565,4.2890
,79.8938429508,-13.1767694014,4.2900
,61.6460107893,50.3512615066,4.2900
,73.5125474528,66.3426760071,4.2900
,115.8280320447,28.8835088440,4.2900
,332.4968459138,33.1782223331,4.2900
,326.3621880684,61.1208056064,4.2900
,354.5341679394,43.2680730550,4.2900
,337.8763771806,-32.3460752974,4.2900
Kurhah,330.9477291109,64.6279757718,4.2900
,17.3755086000,47.2417965889,4.2940
,188.0176100077,-16.1960051709,4.2940
,66.3724363278,17.9279065119,4.2980
,283.6261778687,36.8986199096,4.3000
,54.2182654351,0.4016644716,4.3000
,90.5958197000,9.6472883056,4.3000
,130.8061489734,3.3986618893,4.3000
,37.0398210790,8.4600602248,4.3000
,70.1104642612,-19.6714918736,4.3000
Taygeta,56.3020833048,24.4672737621,4.3000
,112.0408095290,8.9255244801,4.3000
,174.2372115207,-0.8237499422,4.3000
,351.9920611016,6.3789923064,4.3000
,156.8720833333,-57.6252777778,4.3000
,233.2324295000,31.3591431028,4.3000
,216.7301337923,-83.6678847301,4.3040
,177.4211138934,-63.7884724075,4.3080
Alterf,142.9301239093,22.9679812858,4.3100
,261.6286697230,4.1403593793,4.3100
,95.9425000000,4.5955555556,4.3100
,222.9095953771,-43.5753601517,4.3130
,130.1542834000,-59.7610047452,4.3130
,139.0503023808,-57.5414711383,4.3180
,131.5939350243,-13.5477236487,4.3200
,163.9033190781,24.7497172965,4.3200
,180.7562526931,-63.3129286580,4.3200
Diadem,197.4970216857,17.5294552617,4.3200
,260.2069240341,-12.8468760663,4.3240
,272.1450665775,-63.6685619799,4.3280
,229.4576565661,-30.1486664663,4.3300
,122.1485337400,-2.9837876605,4.3300
,17.7756753872,55.1498997200,4.3300
,83.0531317953,18.5942366018,4.3300
,97.9640261753,-23.4184222041,4.3300
,193.2787763717,-48.9433128826,4.3300
,210.4312790319,-45.6034096060,4.3300
,241.8513625582,-20.8687644318,4.3300
,234.5133623465,-42.5673356887,4.3300
,309.5845187022,-1.1051172504,4.3300
,346.7197102613,-43.5203571481,4.3320
Yildun,263.0541592214,86.5864596056,4.3360
,125.1605795258,-77.4844792000,4.3370
,132.1082111849,5.8378124906,4.3370
,337.2078700438,-0.0199646496,4.3400
,186.7344687683,28.2684218014,4.3400
,274.9654546036,36.0645474829,4.3400
,326.2367069547,-33.0257818222,4.3400
,211.5115334866,-41.1796329097,4.3430
,272.1895496947,20.8145568289,4.3470
,242.9988910284,-19.4606906049,4.3490
,33.2500013272,8.8467023507,4.3500
,72.6530103672,8.9001811695,4.3500
,104.3191885867,58.4227612319,4.3500
,93.8445349133,29.4980764779,4.3500
,144.2064131588,-49.3550254965,4.3500
,215.0814278099,-56.3864954914,4.3500
,326.1278991753,17.3500174722,4.3500
,216.5450574197,-45.3792784060,4.3500
,86.1932083198,-65.7354980998,4.3600
,281.7551429701,18.1815160622,4.3600
,294.1803237620,-1.2865996151,4.3600
,9.2202138401,33.7193434152,4.3600
,89.3842085692,-35.2832809865,4.3600
,52.6436890251,47.9952163484,4.3600
,281.1931545062,37.6051216534,4.3600
,10.8383755155,-57.4630634983,4.3610
,275.8068221813,-61.4939119217,4.3670
,94.1380645205,-35.1405151001,4.3700
Botein,47.9073606994,19.7266731103,4.3700
,61.1738036715,22.0819296733,4.3700
,299.9340791461,-35.2763083168,4.3700
,337.3826173137,47.7069058996,4.3700
,353.2427529291,-37.8182848820,4.3700
,9.6389476292,29.3117532275,4.3800
,120.5664038383,2.3345719018,4.3800
,151.9761254862,9.9975068749,4.3800
Sham,295.0241305483,18.0138907282,4.3800
,295.2622456463,17.4760424112,4.3800
,289.0920557052,38.1337420450,4.3800
,253.5019647163,10.1653613845,4.3800
,104.0342691435,-17.0542386305,4.3850
,260.2515605047,-21.1129363919,4.3870
,113.5132523496,-22.2960675479,4.3900
,165.0386008598,-42.2258584418,4.3900
,351.5116077619,-20.6420179866,4.3900
,122.2568182855,-19.2450339746,4.3930
,91.8930213475,14.7684752054,4.3970
,197.4874539107,-5.5390040652,4.3970
Aladfar,288.4395350838,39.1459660112,4.3980
,165.5823986007,20.1798400513,4.3980
,95.9420225716,4.5928823614,4.3980
,121.9824769914,-68.6170646361,4.3980
,225.7251565150,2.0913043610,4.4000
,88.5957624554,20.2761727883,4.4000
,124.6388043556,-36.6592892166,4.4000
,109.6770208132,-24.9543613194,4.4000
,351.3449286357,23.4041008102,4.4000
,349.4758905025,-9.1825187567,4.4000
,346.7197060583,-43.5203558499,4.4000
,302.2222864370,77.7114209860,4.4000
,284.2376208063,-67.2334947809,4.4000
,329.4794730621,-54.9925761181,4.4000
,98.7440832478,-52.9756092802,4.4000
,73.2236224421,-5.4526963207,4.4000
,349.7059899950,-32.5320219170,4.4060
,102.4638072454,-53.6224504073,4.4080
,28.4114138004,-46.3026692717,4.4100
Maasym,262.6846242540,26.1106456123,4.4100
,346.9743906898,75.3874986253,4.4100
lambda Ori X-5,83.7051567807,9.4895862168,4.4100
,119.5601606783,-49.2449152056,4.4100
,222.5721178828,-27.9603612310,4.4100
,269.6256233638,30.1892743479,4.4100
,0.4900811322,-6.0140705567,4.4100
,310.8647231394,15.0745786848,4.4170
,236.6108925507,7.3530687163,4.4200
,319.4795243952,34.8968959621,4.4200
,122.8395559593,-39.6185441098,4.4200
,107.7848763074,30.2451637699,4.4200
,56.5355634168,-12.1015884820,4.4200
,14.3016678301,23.4176500231,4.4200
,215.7593280167,-39.5118179333,4.4200
,218.1543960951,-50.4571482409,4.4230
,270.4383228901,1.3050850775,4.4290
,114.7077947219,-26.8038471632,4.4290
,158.8970744166,-57.5576336014,4.4300
,129.6893227052,3.3414351883,4.4300
Keid,63.8179984125,-7.6528696608,4.4300
,99.4725890920,-18.2374806850,4.4300
,246.7559815408,-18.4562499892,4.4300
,161.4458596808,-80.5401881809,4.4330
,74.3216574649,53.7521020136,4.4330
,94.9057192995,59.0109810028,4.4340
,123.5122057034,-40.3478671390,4.4400
,12.1706013106,7.5850819173,4.4400
,64.1209506126,-59.3021544143,4.4400
,25.3578922618,5.4876116346,4.4400
,305.9650574884,32.1901337898,4.4400
,311.9343269618,-5.0277011478,4.4400
,335.8900971400,52.2290467172,4.4400
,78.3078209560,-12.9412924553,4.4400
,135.0225406225,-41.2536073407,4.4460
,167.9144946530,-22.8258480483,4.4490
Anser,292.1763746723,24.6649058521,4.4500
,330.9476655905,64.6279711308,4.4500
,70.1404688057,-41.8637512638,4.4500
,78.0746274394,-11.8691009110,4.4500
,248.0341682565,-21.4664033686,4.4500
,288.8874387507,73.3555217542,4.4500
,293.5223041338,7.3789400915,4.4500
,169.1654157337,-3.6516032085,4.4500
,58.5729241686,-2.9547342990,4.4500
,331.5286867239,-39.5433530056,4.4580
,74.6370928728,1.7140135368,4.4590
,177.7862133364,-45.1734699166,4.4600
,3.6600704726,-18.9328633539,4.4600
,82.6960460248,5.9481452814,4.4600
,41.2758283362,-18.5726228278,4.4600
,42.2725787677,-32.4058977797,4.4600
,141.1635777991,26.1823242916,4.4600
,340.1285769794,44.2763074604,4.4600
,143.7059617427,52.0514792180,4.4630
,136.2867213324,-72.6027025585,4.4670
,50.0848419634,29.0484576623,4.4700
,101.9651995235,2.4121763920,4.4700
,218.6700724447,29.7451271317,4.4700
,182.0217594433,-50.6612709588,4.4700
,359.9790714155,-65.5771326183,4.4700
,346.6701988318,-23.7429900193,4.4700
,118.1610287359,-38.8628146076,4.4740
,163.9033389765,24.7497284249,4.4770
,137.2177373837,51.6046477505,4.4800
,57.3803231178,65.5259793951,4.4800
,78.3228308722,2.8612392074,4.4800
,92.9849877025,14.2087672635,4.4800
,97.0425334198,-32.5800683427,4.4800
,294.1105544657,50.2211013900,4.4800
,66.5865450854,15.6183011355,4.4800
,319.9666227361,-53.4494260752,4.4830
,355.6806054329,-14.5449055292,4.4840
,7.8894500000,-62.9655638889,4.4880
,206.8155757167,17.4568915432,4.4900
,151.8573432095,35.2446958668,4.4900
,333.4696979506,39.7149246777,4.4900
,117.0215359708,-25.9371696093,4.4900
,337.2078600867,-0.0205449723,4.4900
,100.9970297819,13.2279999016,4.4900
,131.6772844181,-56.7697762538,4.4900
,108.1401047349,-46.7593046072,4.4900
,224.2958286898,-4.3464586838,4.4900
,318.6200637821,10.0069794106,4.4900
,151.9845156950,-0.3716703685,4.4900
,336.8331794779,-64.9663602058,4.4900
,87.4569169366,-56.1666660226,4.4940
,311.0097249181,-51.9209703531,4.4950
,144.8375470053,-61.3280497727,4.4980
,11.1813275030,48.2843697326,4.5000
,87.2934899105,39.1810723169,4.5000
,60.2241983491,-62.1592828503,4.5000
,98.2259495923,7.3329696976,4.5000
,114.7057297619,-26.8017568162,4.5000
,246.0257406084,-20.0373200524,4.5000
,316.7819506660,-25.0058526356,4.5000
,300.7044618618,67.8735641148,4.5000
,322.1808362617,-21.8071797601,4.5000
,332.0958805923,-32.9884699078,4.5000
,98.7641148025,-22.9647954167,4.5000
,101.5129166667,-20.7186111111,4.5000
,213.3708653299,51.7899674585,4.5000
,235.3877278775,19.6703994403,4.5050
,272.8073384586,-45.9544117738,4.5080
,200.6580545899,-60.9883806006,4.5090
,322.4870602044,23.6388402857,4.5090
,355.5116889975,1.7800421381,4.5100
,155.2283154708,-56.0432377078,4.5100
,220.2873340917,13.7282810611,4.5100
,220.2871159917,13.7284168611,4.5100
,41.9772586465,29.2471182720,4.5100
,68.3773010543,-29.7664918491,4.5100
,142.3113316734,-35.9513374386,4.5100
,260.9205607021,37.1459240267,4.5100
,343.1313756552,-32.8754604893,4.5100
,311.3380385847,57.5797165178,4.5100
,337.6219195581,43.1233764605,4.5110
,17.9150715279,30.0896379347,4.5110
,316.6503893069,47.6484033900,4.5140
,7.8892596026,-62.9655927541,4.5140
Khambalia,214.7774694551,-13.3710912950,4.5200
,346.7510863887,9.4094927286,4.5200
,201.0020112016,-64.5356698585,4.5200
,28.3825538685,19.2938555498,4.5200
,207.9566692713,-32.9940849455,4.5200
,4.5819057032,36.7852245949,4.5200
,90.0139568081,-3.0742584714,4.5200
,317.3985346827,-11.3716904003,4.5200
,348.1375146341,49.4062072020,4.5200
,345.9692217307,3.8200456395,4.5200
,303.9422633180,27.8141988934,4.5200
,176.9963997870,20.2189305610,4.5200
,246.7960067135,-47.5547936495,4.5210
,299.2368028726,-27.1698970107,4.5280
,114.3421240929,-34.9685308033,4.5300
,286.6050611831,-37.0632756525,4.5300
,12.4535263516,41.0789108950,4.5300
,42.8784889414,35.0597397044,4.5300
,112.4490897297,12.0065633200,4.5310
,0.9349492958,-17.3359914429,4.5360
,136.6323660127,38.4522139359,4.5390
,228.0553760596,-19.7917108933,4.5400
,105.0168216021,76.9774086248,4.5400
,30.4895513009,70.9069669231,4.5400
,335.2564470871,46.5365697796,4.5400
,52.4780983504,58.8787491334,4.5400
,230.7889609843,-36.8584883056,4.5400
,224.3958732831,65.9324485121,4.5400
,266.8900997876,-27.8307877164,4.5400
,261.6578398577,-5.0865984637,4.5400
,311.8522402621,36.4907149122,4.5400
,154.9031363039,-55.0293053300,4.5430
,160.8845395398,-60.5666207710,4.5450
,142.9955247736,-1.1846713525,4.5480
,226.1114289982,26.9476483177,4.5500
,324.2701296539,-19.4660112222,4.5500
,265.4835932089,72.1488687828,4.5500
,88.3318593794,27.6122619418,4.5520
,216.5342684533,-45.2214233009,4.5530
,148.0264765509,54.0643322894,4.5570
,137.0119994268,-25.8585378806,4.5600
,272.0207450533,-28.4570926500,4.5600
,352.2887468325,12.7605498809,4.5600
,313.0320425314,27.0969441986,4.5680
,243.0758525703,-27.9263759127,4.5680
,59.6864539265,-61.4001856336,4.5700
,357.2314426472,-28.1302712475,4.5700
,143.6202478033,69.8303407061,4.5700
,245.1590573842,-24.1693042994,4.5700
,284.0549466511,4.2036061364,4.5700
,287.0873737152,-40.4966979801,4.5710
,76.1016755827,-35.4829753749,4.5740
,147.9194512925,-46.5476222503,4.5800
,300.6645021139,-27.7098443465,4.5800
Salm,350.1593592882,23.7403550645,4.5800
,54.2736584858,-40.2746603362,4.5800
Cujam,246.3539778092,14.0332672424,4.5800
,336.1291312202,49.4763918291,4.5800
,226.2795301250,-47.0512615389,4.5800
,265.4875000000,72.1527777778,4.5800
,55.7085621147,-37.3135168193,4.5830
,151.2811233783,-13.0646264930,4.5880
,28.3825800137,19.2959529982,4.5890
,10.3315474595,-46.0849813633,4.5900
,115.8849445223,-28.4108857483,4.5900
,290.1670477893,65.7145318692,4.5900
,358.5959688760,57.4993818715,4.5900
,83.8465193878,-4.8383499403,4.5900
,84.7964408253,4.1214689695,4.5900
,263.9149639868,-46.5056844031,4.5900
,238.4029950019,-25.3271413114,4.5900
,222.8474163722,19.1004720484,4.5930
,198.0732207329,-59.9205630070,4.5930
,64.5609227455,50.2954930659,4.5940
,294.1768056753,-24.8836208687,4.5980
,270.0658154377,4.3686450908,4.6000
,164.1793800790,-37.1377674099,4.6000
,97.2044600075,-7.0330593965,4.6000
,221.3102522575,16.9642766156,4.6000
,283.6870207898,22.6450754137,4.6000
,231.3342210939,-38.7336097338,4.6000
,143.5557576868,36.3975580620,4.6000
,142.2872140255,-2.7689394543,4.6000
,130.5375000000,-48.0872222222,4.6000
,99.2608333333,5.9983333333,4.6000
,193.6632613758,-59.1467025620,4.6020
,28.3889041261,3.1875325061,4.6040
,57.5896222309,71.3322661066,4.6040
,166.6351103220,-62.4241140598,4.6060
Gorgonea Quarta,47.8224249024,39.6115809138,4.6070
,173.6902348549,-54.2640931042,4.6070
,119.9668648401,-18.3992169120,4.6100
,111.6785508873,49.2115270702,4.6100
,346.9744639010,75.3875108576,4.6100
,37.2663208746,67.4023867011,4.6100
,1.3339215498,-5.7076199163,4.6100
,4.2729265135,38.6816357293,4.6100
,130.0534048626,64.3279361787,4.6100
,290.4317608155,-15.9550174240,4.6100
,81.7092888467,3.0956728206,4.6110
,278.3757740568,-42.3125082398,4.6140
,75.7739438505,21.5899611961,4.6150
,270.1208752247,-3.6902715468,4.6160
,191.5946435272,-56.4888154919,4.6200
,168.1500551389,-60.3176263013,4.6200
,238.1689210382,42.4515174664,4.6200
,138.9378323608,-37.4131438566,4.6200
,264.4613048316,-8.1187717483,4.6200
,233.5445936839,-10.0645327085,4.6200
,226.2801544500,-47.0510893972,4.6200
,166.2542825355,7.3360067026,4.6200
,14.1662714434,59.1810570242,4.6220
,58.4279264844,-24.6122281715,4.6230
,130.9182270195,-7.2337284745,4.6250
,274.5132985106,-27.0426435200,4.6270
,237.3985291544,26.0683928639,4.6300
,168.8009516403,23.0955089562,4.6300
,90.9799348777,20.1384522615,4.6300
,30.4893200083,70.9070645139,4.6300
,113.8453817505,-28.3693347864,4.6300
,82.9827498315,-7.3015377458,4.6300
,118.2651436748,-49.6130434127,4.6300
,339.3434079935,51.5451210223,4.6300
,246.3963235893,-23.4471708303,4.6300
,246.9507221339,-8.3717821174,4.6300
,44.8030223158,21.3404326356,4.6300
,206.6640796658,-51.4327573339,4.6320
,252.4584072982,-10.7830651596,4.6320
,235.2974033621,-44.6612060268,4.6330
,237.7447685953,-25.7512940769,4.6350
,308.4757837156,35.2508441797,4.6360
,282.8003931019,59.3883501473,4.6360
,336.3192625073,1.3773984582,4.6400
,137.7293415982,63.5136712129,4.6400
,189.9688713973,-39.9873017567,4.6400
,109.1458033862,-27.8811790455,4.6400
,277.8434397015,-62.2783027077,4.6400
,271.8264974923,8.7338672394,4.6400
,298.3653988299,24.0796133719,4.6400
,180.2182992776,6.6143185534,4.6420
,189.8115290086,-7.9955649572,4.6430
,240.8037395438,-49.2296959155,4.6430
,308.8272341883,14.6742149850,4.6470
,73.7238670788,10.1508342908,4.6480
,112.6775082330,-30.9622805356,4.6500
,68.4621576344,14.8444282382,4.6500
,108.5633821656,-26.3525080460,4.6500
,259.4177216586,37.2915062876,4.6500
,300.2752024265,27.7535730206,4.6510
,136.4098972987,-70.5384983563,4.6520
Asellus Borealis,130.8214464229,21.4684988000,4.6520
,315.3227848497,-32.2577300981,4.6540
,17.8634112330,21.0346491680,4.6580
,18.4372752354,24.5836976157,4.6600
,59.9811823664,-24.0162158876,4.6600
,207.8579651459,64.7232812763,4.6600
,190.6477137831,-48.8131103162,4.6600
,205.1844697399,54.6816350097,4.6600
,359.4396939668,25.1414052486,4.6600
,88.5252274382,-63.0897802874,4.6600
Azelfafage,325.5235860829,51.1896276818,4.6600
,234.9415804483,-34.4119207990,4.6610
,76.1422882882,15.4041021445,4.6610
,91.5388494706,-14.9352553872,4.6630
,163.4947538182,43.1899575069,4.6640
,103.9059601613,-20.1364969045,4.6640
,275.9149110759,-8.9344865646,4.6640
,69.8187591470,15.9179753051,4.6650
,109.5766399065,-36.7339523685,4.6700
,40.8629761644,27.7071494093,4.6700
,270.0142354890,16.7509179429,4.6700
,114.5751910677,-25.3648057703,4.6700
,240.8837058964,-57.7750733638,4.6700
,294.8441913019,30.1533214665,4.6730
,174.1704550217,-9.8022227016,4.6730
